tag	area_code	subtitle_location	drawing	level	project_site
MS04387-XV1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04388-XV1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04388-ZS1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-HS1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-M1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-M2	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-Q1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-SLS1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-TC1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-ZS3	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-HS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-M1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-P2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-Q2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-SLS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-TC1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-XV1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-XV2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS3	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-M1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-Q2	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-SLS1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-TC1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV2	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV3	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV4	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS3	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS4	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS5	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS6	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5122-XV3	5122	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5222-XV3	5222	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5322-XV3	5322	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-B1	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE1	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE2	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE3	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-B1	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE1	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE2	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE3	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-B1	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE1	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE2	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE3	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
OP55012A-U1	5501	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
OP55012B-M1	5501	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PM4552-FM1	4552	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM4553-FM1	4553	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM4554-FM1	4554	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM5311-M2	5311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PTP1531-ZS1	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS2	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS3	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS4	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS1	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS2	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS3	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS4	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1611-LCP1	1611	BATCH HOUSE +0.000
PTP1611-ZS1	1611	BATCH HOUSE +0.000
PTP1614-LCP1	1614	BATCH HOUSE +0.000
PTP1614-ZS1	1614	BATCH HOUSE +0.000
PTP1621-LCP1	1621	BATCH HOUSE +0.000
PTP1621-ZS1	1621	BATCH HOUSE +0.000
PTP1622-LCP1	1622	BATCH HOUSE +0.000
PTP1622-ZS1	1622	BATCH HOUSE +0.000
PTU7501-PS1	7501	BATCH HOUSE +0.000
PTU7501-PS2	7501	BATCH HOUSE +0.000
PTU7501-PS3	7501	BATCH HOUSE +0.000
PTU7501-SM1	7501	BATCH HOUSE +0.000
PTU7501-ZS1	7501	BATCH HOUSE +0.000
PTU7501-ZS2	7501	BATCH HOUSE +0.000
QMS1122-M1	1122	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1122-Q1	1122	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1222-M1	1222	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1222-Q1	1222	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
RF1981-D1	1981	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
RF1981-M1	1981	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
S1043-LS11	S1043	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
S3031-L11	S3031	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
S3031-ZS1	S3031	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
S3091A-LT1	S3091A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S3092A-LT1	S3092A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S3093A-LT1	S3093A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S6331A-B1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-LSH1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-M1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-M2	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-SST	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6351A-B1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-LSH1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-M1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-M2	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-SST	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6371A-B1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-LSH1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-M1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-M2	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-SST	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
SC1953-D1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-M1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-XV1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-ZS1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC4162A-M1	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4162A-M2	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4162A-XV1	4162	BATCH HOUSE +10.435
SC4162A-ZS1	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4162B-M1	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4162B-M2	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4162B-ZS1	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182A-M1	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182A-M2	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182A-ZS1	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182B-M1	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182B-M2	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4182B-ZS1	4182	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202A-M1	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202A-M2	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202A-ZS1	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202B-M1	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202B-M2	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4202B-ZS1	4202	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222A-M1	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222A-M2	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222A-ZS1	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222B-M1	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222B-M2	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4222B-ZS1	4222	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242A-M1	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242A-M2	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242A-ZS1	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242B-M1	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242B-M2	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4242B-ZS1	4242	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262A-M1	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262A-M2	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262A-ZS1	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262B-M1	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262B-M2	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4262B-ZS1	4262	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
SC4315-Q1	4315	BATCH HOUSE +10.435
T8260	T8260	CULLET TOWER +26.300	DE040730A	26.3	CNUD
T8350	T8350	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TB12	TB12	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
TB120	120	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
TB130	130	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
TB264	264	CULLET TOWER -3.500	DE040727A	-3.5	CINER GLASS BELGIUM
TB30	TB30	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
TB301	301	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB302	302	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB303	303	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB304	304	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB305	305	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB306	306	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB307	307	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB308	308	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB309	309	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB310	310	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB311	311	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB312	312	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB313	313	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB314	314	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB315	315	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB316	316	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB317	317	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB318	318	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB319	319	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB320	320	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TB321	321	BATCH HOUSE CULLET RETURN	DE040734A	CULLET RETURN	AGC GLASS BELGIUM
TW4124A-XV1	4124	BATCH HOUSE +10.435
TW4124A-XV2	4124	BATCH HOUSE +10.435
TW4124A-XV3	4124	BATCH HOUSE +10.435
TW4454A-XV1	4454	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW4454A-XV2	4454	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW4454A-XV3	4454	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW4464A-XV1	4464	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW4464A-XV2	4464	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW4464A-XV3	4464	CULLET TOWER +22.700	DE040730A	22.7	CNUD
TW5122-XV1	5122	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
TW5122-XV2	5122	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
TW5222-XV1	5222	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
TW5222-XV2	5222	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
TW5322-XV1	5322	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
TW5322-XV2	5322	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
VF1145A-D1	1145	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1145A-M1	1145	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1145A-M2	1145	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1181A-D1	1181	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1181A-M1	1181	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1181A-M2	1181	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
VF1321A-CU1	1321	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1321A-JB1	1321	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1321A-MGC1	1321	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1322A-CU1	1322	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1322A-JB1	1322	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1322A-MGC1	1322	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1323A-CU1	1323	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1323A-JB1	1323	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1323A-MGC1	1323	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1721A-FD1	1721	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1721A-M1	1721	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1721A-M2	1721	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1731A-FD1	1731	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1731A-M1	1731	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1731A-M2	1731	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
VF1750A-Q1	1750	CULLET TOWER -3.500	DE040727A	-3.5	CINER GLASS BELGIUM
VF4115A-M1	4115	BATCH HOUSE +10.435
VF4122A-JB1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122A-MGE1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122A-XV1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122A-ZS1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122A-ZS2	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122B-JB1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122B-MGE1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122B-XV1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122B-ZS1	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4122B-ZS2	4122	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142A-JB1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142A-MGE1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142A-XV1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142A-ZS1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142A-ZS2	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142B-JB1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142B-MGE1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142B-XV1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142B-ZS1	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4142B-ZS2	4142	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
VF4452A-EU1	4452	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
VF4452A-M2X1	4452	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
VF4452B-EU1	4452	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
VF4452B-M2X1	4452	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
VF9331A-D1	9331	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
WV4555-XV1	4555	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
WV4555-ZS1	4555	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
WV4555-ZS2	4555	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
WV4556-XV1	4556	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
WV4557-ZS1	4557	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
YB119	119	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
